new_dataset_id,name,paper,org_id,task_id,task,data_spec,STATUS,is_prediction_task,info_target,info_features,info_protected,col_protected,protected_processing_standard
ORG-001-DS-0,NA,sabato2020bounding,ORG-001,ORG-001-01,fair classification,tabular data,DONE,No,Not Applicable,Not Applicable,Not Applicable,sabato2020bounding,NA
ORG-006-DS-0,Adult,sharma2020:cc,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""race"": ""race""}",NA
ORG-006-DS-0,Adult,cardoso2019framework,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,oneto2019taking,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,friedler2019comparative,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,chen2018why,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,lipton2018does,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,pleiss2017fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,diciccio2020evaluating,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,speicher2018unified,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,feldman2015certifying,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,maity2021statistical,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,kim2020fact,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,liu2019implicit,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,williamson2019fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,vonkugelgen2021fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""native-country"": ""nationality"", ""age"" : ""age""}",NA
ORG-006-DS-0,Adult,ngong2020towards,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,No,?,NA
ORG-006-DS-0,Adult,jabbari2020empirical,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,huan2020fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,zliobaite2015relation,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,islam2021can,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""native-country"": ""nationality"", ""race"" : ""race""}",NA
ORG-006-DS-0,Adult,segal2021fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,he2020geometric,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""age"": ""age""}",NA
ORG-006-DS-0,Adult,sharma2020data,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,goel2018nondiscriminatory,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,raff2018fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,zhang2018mitigating,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,No,?,NA
ORG-006-DS-0,Adult,hu2020fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Guessable,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,celis2019classification,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,yang2020fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""sex"": ""sex"", ""race"": ""race"", ""age"": ""age""}",NA
ORG-006-DS-0,Adult,cho2020fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,savani2020intraprocessing,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""gender"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,wu2019cpfairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,donini2018empirical,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,quadrianto2017recycling,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,calmon2017optimized,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,xu2020algorithmic,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,zhang2017achieving,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,yurochkin2021sensei,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Guessable,"{""sex"": ""sex"", ""race"": ""race"", ""marital-status"": ""marital_status""}",NA
ORG-006-DS-0,Adult,vargo2021individually,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Guessable,"{""sex"": ""sex"", ""race"": ""race"",""marital-status"": ""marital_status""}",NA
ORG-006-DS-0,Adult,chuang2021fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,roh2021fairbatch,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,yurochkin2020training,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Guessable,"{""sex"": ""sex"", ""race"": ""race"", ""marital-status"": ""marital_status""}",NA
ORG-006-DS-0,Adult,baharlouei2020renyi,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""age"": ""age""}",NA
ORG-006-DS-0,Adult,lohaus2020too,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,martinez2020minimax,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,roh2020frtrain,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,celis2020data,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,cotter2019training,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,gordaliza2019obtaining,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,wang2019repairing,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,agarwal2018reductions,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-1,ConfoundedAdult,creager2021exchanging,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Guessable,No,Guessable,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,delobelle2020ethical,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,ogura2020convex,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,zafar2017fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,fish2015fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Guessable,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,raff2018gradient,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,No,No,No,NA,NA
ORG-006-DS-0,Adult,mhasawade2021causal,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,perrone2021fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,shah2021rawslian,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,sharma2021fairn,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race"", ""age"": ""age""}",NA
ORG-006-DS-0,Adult,noriegacampero2019active,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""race"": ""race""}",NA
ORG-006-DS-0,Adult,bakker2019dadi,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,bakker2021beyond,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""race"": ""race""}",NA
ORG-006-DS-0,Adult,ali2019loss,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-?,NA,ustun2019fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,No,No,Guessable,"{""marital-status"": ""marital_status"", ""sex"": ""sex"", ""native-country"" :""native-country""}",NA
ORG-006-DS-0,Adult,mukherjee2020two,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,lahoti2020fairness,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,wang2020robust,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",NA
ORG-006-DS-0,Adult,mozannar2020fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-?,NA,kilbertus2018blind,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,No,No,No,NA,NA
ORG-006-DS-0,Adult,awasthi2021evaluating,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,black2021leaveoneout,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,No,?,NA
ORG-006-DS-0,Adult,kearns2019empirical,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race"", ""age"": ""age""}",NA
ORG-006-DS-0,Adult,chouldechova2017fairer,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""marital-status"": ""marital_status"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,hu2020fairmultiple,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""age"": ""age""}",NA
ORG-006-DS-0,Adult,goel2020importance,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,mandal2020ensuring,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,huang2019stable,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-006-DS-0,Adult,zhang2019group,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Guessable,"{""sex"": ""sex"", ""race"": ""race"", ""nationality"": ""nationality""}",NA
ORG-006-DS-0,Adult,chzhen2019leveraging,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,No,?,NA
ORG-006-DS-0,Adult,wang2021fair,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,choi2020group,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex""}",NA
ORG-006-DS-0,Adult,ji2020can,ORG-006,ORG-006-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",NA
ORG-014-DS-0,Arrhythmia,donini2018empirical,ORG-014,ORG-014-01,fair classification,tabular data,DONE,Yes,Guessable,No,Guessable,"{""sex"":""sex""}",NA
ORG-014-DS-0,Arrhythmia,mary2019fairnessaware,ORG-014,ORG-014-01,fair classification,tabular data,DONE,Yes,Guessable,No,No,"""(e.g. knowledge about the
ethnic group of an individual or Sex in this experiment)""",NA
ORG-014-DS-0,Arrhythmia,rezaei2021robust,ORG-014,ORG-014-01,fair classification,tabular data,DONE,Yes,Yes,Not Applicable,Yes,"{""sex"":""sex""}",NA
ORG-014-DS-0,Arrhythmia,chzhen2019leveraging,ORG-014,ORG-014-01,fair classification,tabular data,DONE,Yes,Yes,No,Guessable,"{""sex"":""sex""}",NA
ORG-017-DS-0,Bank; Bank Marketing; Marketing,savani2020intraprocessing,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""age"": ""age""}",age >= 25 and age < 60
ORG-017-DS-2,Bank; Bank Marketing; Marketing,baharlouei2020renyi,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""marital"": ""marital_status""}",NA
ORG-017-DS-0,Bank; Bank Marketing; Marketing,zafar2017fairness,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""age"": ""age""}",age >= 25 and age < 60
ORG-017-DS-2,Bank; Bank Marketing; Marketing,diana2021minimax,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""job"": ""profession""}",NA
ORG-017-DS-2,Bank; Bank Marketing; Marketing,shah2021rawslian,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""age"": ""age""}",?
ORG-017-DS-0,Bank; Bank Marketing; Marketing,kilbertus2018blind,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""age"": ""age""}",age < 25 or age > 60
ORG-017-DS-2,Bank; Bank Marketing; Marketing,lipton2018does,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""marital"": ""marital_status""}",marital == married
ORG-017-DS-0,Bank; Bank Marketing; Marketing,islam2021can,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""age"": ""age"", ""job"": ""employment""}",age >= 35; job: privileged vs. unprivileged
ORG-017-DS-0,Bank; Bank Marketing; Marketing,ji2020can,ORG-017,ORG-017-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""age"": ""age""}",age >= 25
ORG-020-DS-0,NA,jiang2021towards,ORG-020,ORG-020-01,fair classification,tabular data,DONE,Yes,No,No,No,?,NA
ORG-039-DS-0,Communities; Communities and Crime,yang2020fairness,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,No,Yes,Guessable,"{""age"": ""age"", ""sex"":""sex"",""race"":""race""}",NA
ORG-039-DS-0,Communities; Communities and Crime,Sharifi2019average,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Not Applicable,Not Applicable,Not Applicable,NA,NA
ORG-039-DS-0,Communities; Communities and Crime,heidari2018fairness,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""neighborhood"":""race""}",NA
ORG-039-DS-0,Communities; Communities and Crime,lohaus2020too,ORG-039,ORG-039-01,fair classification,tabular data,DONE,No,NA,NA,NA,NA,NA
ORG-039-DS-0,Communities; Communities and Crime,cotter2019training,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""racePctAsian"":""race"",""racePctHisp"":""race"",""racepctblack"":""race"",""racePctWhite"":""race""}",NA
ORG-039-DS-0,Communities; Communities and Crime,creager2019flexibly,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""racePctBlack"": ""race"", ""blackPerCap"": ""race"", ""pctNotSpeakEnglWell"": ""language""}",NA
ORG-039-DS-0,Communities; Communities and Crime,cotter2018training,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""low-Asian"":""race"", ""high-Asian"":""race"", ""low-Black"":""race"", ""high-Black"":""race"", ""low-Hispanic"":""race"", ""high-Hispanic"":""race"", ""low-White"":""race"", ""high-White"":""race""}",NA
ORG-039-DS-0,Communities; Communities and Crime,kearns2019empirical,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""racePctWhite"":""race"", ""racePctBlack"":""race""}",NA
ORG-039-DS-0,Communities; Communities and Crime,kearns2018preventing,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,No,No,18 - unsure which,NA
ORG-039-DS-0,Communities; Communities and Crime,mandal2020ensuring,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""racePctWhite"":""race""}",NA
ORG-039-DS-0,Communities; Communities and Crime,jagielski2019differentially,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Not Applicable,Not Applicable,abstract protected,NA
ORG-039-DS-0,Communities; Communities and Crime,lan2017discriminatory,ORG-039,ORG-039-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""racePctBlack"":""race""}",NA
ORG-040-DS-0,COMPAS,he2020geometric,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""race"": ""race""}",process-black-other
ORG-040-DS-0,COMPAS,sharma2020data,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Guessable,Guessable,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,goel2018nondiscriminatory,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Guessable,No,Guessable,"{""race"": ""race""}",filter-black-white
ORG-040-DS-1,COMPAS,oneto2019taking,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""sex"": ""gender"", ""race"": ""race""}",none
ORG-040-DS-0,COMPAS,celis2019classification,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,canetti2019from,ORG-040,ORG-040-01,fair classification,tabular data,DONE,No,Yes,Not Applicable,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,cho2020fair,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,savani2020intraprocessing,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""sex"":""gender"", ""race"":""race""}",process-white-other
ORG-040-DS-1,COMPAS,donini2018empirical,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""ethnicity"": ""race""}",process-white-other
ORG-040-DS-0,COMPAS,heidari2018fairness,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""race"": ""race""}",not-mentioned
ORG-040-DS-0,COMPAS,russell2017when,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"":""race""}",filter-black-white
ORG-040-DS-0,COMPAS,quadrianto2017recycling,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,calmon2017optimized,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-2,COMPAS,celis2020data,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race"", ""sex"": ""gender""}",process-white-other
ORG-040-DS-0,COMPAS,diciccio2020evaluating,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",not-mentioned
ORG-040-DS-0,COMPAS,xu2020algorithmic,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"":""race""}",process-white-other
ORG-040-DS-0,COMPAS,vargo2021individually,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"":""gender"", ""race"":""race""}",process-white-other
ORG-040-DS-0,COMPAS,roh2021fairbatch,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""sex"": ""gender""}",process-white-other
ORG-040-DS-0,COMPAS,maity2021statistical,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""sex"": ""sex"", ""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,lohaus2020too,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",process-white-other
ORG-040-DS-0,COMPAS,roh2020frtrain,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""sex"": ""sex""}",process-white-other
ORG-040-DS-0,COMPAS,cotter2019training,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Yes,"{""sex"": ""sex"", ""race"": ""race""}",filter-black-white
ORG-040-DS-1,COMPAS,mary2019fairnessaware,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,No,Guessable,"{""ethnicity"": ""race""}",process-white-other
ORG-040-DS-6,COMPAS (compas_proxy_data.csv),wang2019repairing,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",process-white-other
ORG-040-DS-0,COMPAS,delobelle2020ethical,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,ogura2020convex,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Guessable,Yes,"{""race"": ""race""}",process-black-other
ORG-040-DS-0,COMPAS,lum2016statistical,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,No,Yes,Yes,"{""race"": ""race""}",filter-black-white-hispanic
ORG-040-DS-0,COMPAS,zafar2017fairnessbeyond,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,Yes,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-?,NA,berk2017convex,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,No,Yes,"{""race"": ""race""}",filter-black-white
ORG-040-DS-0,COMPAS,wadsworth2018achieving,ORG-040,ORG-040-01,fair classification,tabular data,DONE,Yes,Yes,No,Guessable,"{""race"":""race""}",filter-black-white
